Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Mateusz Praszelik,pl POL,MF,20.0,0.3,1.0,3.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gianluca Frabotta,it ITA,"DF,MF",22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Filippo Terracciano,it ITA,DF,18.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,26.8,38.0,796.0,20.95,607.0,65.0,34.0,42.0,32.0,16.0,106.0,2.79,89.0,3.0,5.0,4.0,5.0,0.0,
Opponent Total,,,26.8,38.0,817.0,21.5,588.0,82.0,43.0,49.0,48.0,7.0,99.0,2.61,71.0,9.0,4.0,10.0,5.0,0.0,
Saša Lukić,rs SRB,MF,24.0,33.1,80.0,2.41,57.0,10.0,4.0,4.0,3.0,2.0,10.0,0.3,7.0,0.0,1.0,1.0,0.0,1.0,Matches
Gleison Bremer,br BRA,DF,24.0,32.1,23.0,0.72,14.0,1.0,0.0,6.0,0.0,2.0,2.0,0.06,1.0,0.0,0.0,1.0,0.0,0.0,Matches
Wilfried Singo,ci CIV,DF,20.0,29.0,58.0,2.0,43.0,2.0,2.0,6.0,4.0,1.0,6.0,0.21,6.0,0.0,0.0,0.0,0.0,0.0,Matches
Ricardo Rodríguez,ch SUI,DF,28.0,27.5,44.0,1.6,23.0,18.0,0.0,3.0,0.0,0.0,3.0,0.11,1.0,1.0,0.0,1.0,0.0,0.0,Matches
Vanja Milinković-Savić,rs SRB,GK,24.0,27.0,7.0,0.26,4.0,3.0,0.0,0.0,0.0,0.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Josip Brekalo,hr CRO,MF,23.0,25.4,122.0,4.8,82.0,23.0,7.0,7.0,3.0,0.0,9.0,0.35,6.0,1.0,2.0,0.0,0.0,0.0,Matches
Tommaso Pobega,it ITA,MF,22.0,24.9,63.0,2.53,52.0,0.0,0.0,4.0,6.0,1.0,4.0,0.16,2.0,0.0,0.0,1.0,1.0,0.0,Matches
Mërgim Vojvoda,xk KVX,DF,26.0,22.0,44.0,2.0,40.0,2.0,1.0,0.0,0.0,1.0,5.0,0.23,4.0,0.0,1.0,0.0,0.0,0.0,Matches
Antonio Sanabria,py PAR,FW,25.0,20.0,35.0,1.75,24.0,0.0,2.0,6.0,3.0,0.0,5.0,0.25,1.0,0.0,1.0,1.0,2.0,0.0,Matches
Koffi Djidji,ci CIV,DF,28.0,19.3,15.0,0.78,15.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Dennis Praet,be BEL,MF,27.0,17.1,50.0,2.92,42.0,1.0,3.0,2.0,2.0,0.0,4.0,0.23,3.0,0.0,0.0,1.0,0.0,0.0,Matches
Ola Aina,ng NGA,DF,24.0,16.0,37.0,2.32,29.0,2.0,3.0,0.0,3.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Andrea Belotti,it ITA,FW,27.0,15.2,38.0,2.49,18.0,2.0,2.0,7.0,9.0,0.0,4.0,0.26,1.0,0.0,1.0,0.0,2.0,0.0,Matches
Rolando Mandragora,it ITA,MF,24.0,14.7,52.0,3.55,31.0,18.0,1.0,1.0,1.0,0.0,4.0,0.27,3.0,1.0,0.0,0.0,0.0,0.0,Matches
David Zima,cz CZE,DF,20.0,14.6,9.0,0.62,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marko Pjaca,hr CRO,MF,26.0,12.8,43.0,3.38,30.0,1.0,6.0,3.0,3.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Alessandro Buongiorno,it ITA,DF,22.0,13.1,9.0,0.68,6.0,0.0,0.0,2.0,1.0,0.0,3.0,0.23,2.0,0.0,0.0,1.0,0.0,0.0,Matches
Karol Linetty,pl POL,"MF,FW",26.0,10.0,33.0,3.32,26.0,2.0,1.0,3.0,0.0,1.0,2.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Etrit Berisha,al ALB,GK,32.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Samuele Ricci,it ITA,MF,19.0,8.0,14.0,1.74,12.0,1.0,0.0,1.0,0.0,0.0,1.0,0.12,0.0,0.0,0.0,1.0,0.0,0.0,Matches
Armando Izzo,it ITA,DF,29.0,5.8,4.0,0.68,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Cristian Ansaldi,ar ARG,DF,34.0,7.7,29.0,3.79,22.0,3.0,2.0,2.0,0.0,0.0,6.0,0.78,5.0,0.0,0.0,1.0,0.0,0.0,Matches
Pietro Pellegri,it ITA,FW,20.0,2.4,2.0,0.83,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Tomás Rincón,ve VEN,MF,33.0,1.8,3.0,1.68,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Demba Seck,sn SEN,"MF,FW",20.0,1.6,5.0,3.08,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luca Gemello,it ITA,GK,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Daniele Baselli,it ITA,"MF,FW",29.0,1.7,2.0,1.23,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Simone Zaza,it ITA,"FW,DF",30.0,1.4,2.0,1.41,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ben Lhassine Kone,ci CIV,MF,21.0,0.9,2.0,2.22,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Magnus Warming,dk DEN,"MF,FW",21.0,0.6,1.0,1.58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Simone Verdi,it ITA,"MF,FW",29.0,0.5,1.0,1.96,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,25.2,38.0,827.0,21.76,589.0,92.0,35.0,61.0,41.0,9.0,74.0,1.95,50.0,3.0,6.0,9.0,5.0,1.0,
Opponent Total,,,26.8,38.0,683.0,17.97,467.0,87.0,26.0,38.0,59.0,6.0,72.0,1.89,49.0,5.0,3.0,4.0,10.0,1.0,
Andrea Consigli,it ITA,GK,34.0,36.9,8.0,0.22,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Gian Marco Ferrari,it ITA,DF,29.0,34.7,30.0,0.86,26.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Davide Frattesi,it ITA,MF,21.0,31.7,88.0,2.77,67.0,1.0,8.0,7.0,5.0,0.0,8.0,0.25,4.0,0.0,1.0,1.0,2.0,0.0,Matches
Maxime Lopez,fr FRA,MF,23.0,32.6,107.0,3.28,97.0,0.0,4.0,2.0,1.0,3.0,10.0,0.31,10.0,0.0,0.0,0.0,0.0,0.0,Matches
Domenico Berardi,it ITA,FW,26.0,31.3,170.0,5.42,126.0,22.0,8.0,3.0,8.0,3.0,22.0,0.7,17.0,2.0,1.0,0.0,2.0,0.0,Matches
Giacomo Raspadori,it ITA,"MF,FW",21.0,30.4,103.0,3.38,75.0,7.0,10.0,5.0,6.0,0.0,14.0,0.46,8.0,0.0,5.0,0.0,1.0,0.0,Matches
Vlad Chiricheș,ro ROU,DF,31.0,25.6,8.0,0.31,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gianluca Scamacca,it ITA,FW,22.0,23.8,57.0,2.39,47.0,0.0,3.0,5.0,2.0,0.0,6.0,0.25,4.0,0.0,1.0,1.0,0.0,0.0,Matches
Mert Müldür,tr TUR,DF,22.0,22.7,34.0,1.5,29.0,1.0,3.0,1.0,0.0,0.0,4.0,0.18,4.0,0.0,0.0,0.0,0.0,0.0,Matches
Giorgos Kyriakopoulos,gr GRE,"DF,FW",25.0,21.9,65.0,2.97,44.0,6.0,5.0,2.0,6.0,2.0,9.0,0.41,6.0,1.0,0.0,0.0,2.0,0.0,Matches
Hamed Junior Traorè,ci CIV,"FW,MF",21.0,19.7,80.0,4.07,57.0,10.0,9.0,2.0,2.0,0.0,7.0,0.36,6.0,0.0,1.0,0.0,0.0,0.0,Matches
Rogério,br BRA,DF,23.0,19.2,51.0,2.65,40.0,6.0,3.0,0.0,1.0,1.0,3.0,0.16,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Jeremy Toljan,de GER,DF,26.0,15.5,35.0,2.25,33.0,1.0,0.0,0.0,1.0,0.0,5.0,0.32,4.0,1.0,0.0,0.0,0.0,0.0,Matches
Kaan Ayhan,tr TUR,DF,26.0,15.0,8.0,0.53,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Grégoire Defrel,mq MTQ,FW,30.0,15.1,48.0,3.18,38.0,0.0,5.0,3.0,2.0,0.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Matheus Henrique,br BRA,MF,23.0,12.0,39.0,3.26,34.0,1.0,2.0,1.0,1.0,0.0,3.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Filip Đuričić,rs SRB,"MF,FW",29.0,7.5,26.0,3.48,19.0,0.0,5.0,1.0,0.0,1.0,2.0,0.27,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Jeremie Boga,ci CIV,"FW,MF",24.0,7.4,24.0,3.22,16.0,0.0,5.0,1.0,2.0,0.0,4.0,0.54,2.0,0.0,1.0,0.0,1.0,0.0,Matches
Abdou Harroui,nl NED,MF,23.0,5.0,13.0,2.59,12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Francesco Magnanelli,it ITA,MF,36.0,3.0,2.0,0.67,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Francesco Caputo,it ITA,FW,33.0,1.7,6.0,3.46,5.0,0.0,0.0,1.0,0.0,0.0,2.0,1.15,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Gianluca Pegolo,it ITA,GK,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ruan,br BRA,DF,22.0,2.4,5.0,2.1,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Emil Ceide,no NOR,"FW,MF",19.0,0.6,1.0,1.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Federico Peluso,it ITA,DF,37.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Brian Oddei,it ITA,FW,18.0,0.1,1.0,11.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Giacomo Satalino,it ITA,GK,22.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luigi Samele,it ITA,FW,19.0,0.1,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Edoardo Goldaniga,it ITA,"DF,MF",27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,26.1,38.0,1010.0,26.58,795.0,56.0,72.0,37.0,38.0,12.0,104.0,2.74,80.0,4.0,10.0,2.0,8.0,0.0,
Opponent Total,,,26.8,38.0,934.0,24.58,674.0,95.0,48.0,57.0,39.0,21.0,117.0,3.08,80.0,12.0,7.0,6.0,9.0,3.0,
Marco Silvestri,it ITA,GK,30.0,35.0,2.0,0.06,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rodrigo Becão,br BRA,DF,25.0,34.8,27.0,0.78,20.0,3.0,1.0,0.0,3.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Walace,br BRA,MF,26.0,33.0,72.0,2.18,58.0,0.0,1.0,10.0,2.0,1.0,4.0,0.12,3.0,0.0,0.0,1.0,0.0,0.0,Matches
Nahuel Molina,ar ARG,DF,23.0,29.3,91.0,3.1,70.0,10.0,4.0,4.0,3.0,0.0,8.0,0.27,6.0,1.0,0.0,1.0,0.0,0.0,Matches
Gerard Deulofeu,es ESP,"FW,MF",27.0,29.1,149.0,5.13,85.0,39.0,10.0,8.0,7.0,0.0,11.0,0.38,6.0,2.0,0.0,2.0,1.0,0.0,Matches
Iyenoma Udogie,it ITA,DF,18.0,27.5,75.0,2.72,54.0,2.0,6.0,6.0,4.0,3.0,8.0,0.29,5.0,0.0,1.0,1.0,1.0,0.0,Matches
Jean-Victor Makengo,fr FRA,MF,23.0,26.1,59.0,2.26,45.0,0.0,5.0,4.0,3.0,2.0,6.0,0.23,5.0,0.0,1.0,0.0,0.0,0.0,Matches
Beto,gw GNB,FW,23.0,24.1,49.0,2.03,31.0,0.0,7.0,9.0,2.0,0.0,3.0,0.12,1.0,0.0,0.0,2.0,0.0,0.0,Matches
Bram Nuytinck,nl NED,DF,31.0,22.6,10.0,0.44,7.0,0.0,0.0,3.0,0.0,0.0,2.0,0.09,1.0,0.0,0.0,1.0,0.0,0.0,Matches
Roberto Pereyra,ar ARG,"MF,FW",30.0,19.9,58.0,2.91,49.0,0.0,4.0,4.0,1.0,0.0,8.0,0.4,5.0,0.0,2.0,1.0,0.0,0.0,Matches
Tolgay Arslan,de GER,MF,30.0,18.4,48.0,2.6,30.0,5.0,1.0,4.0,7.0,1.0,8.0,0.43,3.0,0.0,0.0,2.0,3.0,0.0,Matches
Nehuén Pérez,ar ARG,DF,21.0,18.8,17.0,0.9,12.0,4.0,1.0,0.0,0.0,0.0,3.0,0.16,2.0,1.0,0.0,0.0,0.0,0.0,Matches
Samir Santos,br BRA,DF,26.0,15.8,12.0,0.76,8.0,1.0,0.0,2.0,0.0,1.0,2.0,0.13,1.0,0.0,0.0,1.0,0.0,0.0,Matches
Pablo Marí,es ESP,DF,27.0,14.9,11.0,0.74,4.0,6.0,1.0,0.0,0.0,0.0,1.0,0.07,0.0,0.0,1.0,0.0,0.0,0.0,Matches
Ignacio Pussetto,ar ARG,"FW,MF",25.0,13.4,37.0,2.76,22.0,0.0,4.0,4.0,5.0,2.0,7.0,0.52,4.0,0.0,1.0,0.0,1.0,1.0,Matches
Isaac Success,ng NGA,"FW,MF",25.0,10.1,42.0,4.15,28.0,0.0,6.0,3.0,4.0,1.0,8.0,0.79,8.0,0.0,0.0,0.0,0.0,0.0,Matches
Jens Stryger Larsen,dk DEN,DF,30.0,7.6,16.0,2.11,11.0,3.0,1.0,1.0,0.0,0.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Brandon Soppy,fr FRA,"DF,MF",19.0,8.6,15.0,1.74,7.0,0.0,1.0,1.0,5.0,1.0,2.0,0.23,0.0,0.0,0.0,1.0,1.0,0.0,Matches
Marvin Zeegelaar,nl NED,DF,30.0,7.1,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mato Jajalo,ba BIH,MF,33.0,7.0,17.0,2.44,12.0,0.0,1.0,3.0,1.0,0.0,2.0,0.29,1.0,0.0,0.0,0.0,1.0,0.0,Matches
Daniele Padelli,it ITA,GK,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Sebastien De Maio,fr FRA,DF,34.0,2.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lazar Samardzic,rs SRB,"MF,FW",19.0,5.4,40.0,7.35,20.0,12.0,4.0,1.0,2.0,1.0,5.0,0.92,0.0,3.0,2.0,0.0,0.0,0.0,Matches
Ilija Nestorovski,mk MKD,FW,31.0,2.1,4.0,1.91,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Fernando Forestieri,it ITA,"FW,MF",31.0,0.6,4.0,6.32,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.58,0.0,1.0,0.0,0.0,0.0,0.0,Matches
Simone Pafundi,it ITA,FW,15.0,0.3,1.0,3.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Stefano Okaka,it ITA,FW,31.0,0.2,2.0,8.57,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Filip Benković,hr CRO,"DF,FW",24.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Riccardo Pinzi,it ITA,FW,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,26.2,38.0,860.0,22.63,582.0,88.0,58.0,68.0,51.0,13.0,92.0,2.42,54.0,8.0,8.0,13.0,8.0,1.0,
Opponent Total,,,26.8,38.0,814.0,21.42,579.0,69.0,62.0,44.0,45.0,15.0,95.0,2.5,63.0,4.0,11.0,9.0,6.0,2.0,
Łukasz Skorupski,pl POL,GK,30.0,36.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Aaron Hickey,sct SCO,DF,19.0,31.3,44.0,1.4,37.0,1.0,2.0,0.0,4.0,0.0,4.0,0.13,4.0,0.0,0.0,0.0,0.0,0.0,Matches
Gary Medel,cl CHI,DF,33.0,31.4,17.0,0.54,14.0,2.0,1.0,0.0,0.0,0.0,3.0,0.1,2.0,1.0,0.0,0.0,0.0,0.0,Matches
Marko Arnautović,at AUT,FW,32.0,29.9,89.0,2.97,71.0,0.0,7.0,9.0,2.0,0.0,7.0,0.23,5.0,0.0,1.0,1.0,0.0,0.0,Matches
Roberto Soriano,it ITA,MF,30.0,29.1,102.0,3.5,90.0,1.0,0.0,4.0,4.0,3.0,10.0,0.34,10.0,0.0,0.0,0.0,0.0,0.0,Matches
Mattias Svanberg,se SWE,MF,22.0,28.5,62.0,2.18,45.0,10.0,3.0,1.0,2.0,1.0,6.0,0.21,5.0,1.0,0.0,0.0,0.0,0.0,Matches
Arthur Theate,be BEL,DF,21.0,26.9,24.0,0.89,23.0,0.0,0.0,1.0,0.0,0.0,4.0,0.15,4.0,0.0,0.0,0.0,0.0,0.0,Matches
Lorenzo De Silvestri,it ITA,DF,33.0,25.5,46.0,1.8,32.0,9.0,0.0,2.0,3.0,0.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Adama Soumaoro,fr FRA,DF,29.0,25.2,12.0,0.48,11.0,0.0,0.0,1.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Musa Barrow,gm GAM,"FW,MF",22.0,23.7,87.0,3.67,65.0,11.0,3.0,4.0,4.0,0.0,10.0,0.42,8.0,1.0,0.0,1.0,0.0,0.0,Matches
Nicolás Domínguez,ar ARG,MF,23.0,22.4,61.0,2.72,52.0,1.0,0.0,5.0,1.0,2.0,4.0,0.18,4.0,0.0,0.0,0.0,0.0,0.0,Matches
Riccardo Orsolini,it ITA,"FW,MF",24.0,19.8,57.0,2.87,26.0,15.0,4.0,5.0,7.0,0.0,6.0,0.3,3.0,2.0,0.0,1.0,0.0,0.0,Matches
Jerdy Schouten,nl NED,MF,24.0,15.5,36.0,2.33,33.0,0.0,1.0,0.0,2.0,0.0,3.0,0.19,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Kevin Bonifazi,it ITA,DF,25.0,13.4,12.0,0.89,9.0,0.0,1.0,2.0,0.0,0.0,2.0,0.15,1.0,0.0,0.0,1.0,0.0,0.0,Matches
Mitchell Dijks,nl NED,"DF,FW",28.0,7.7,12.0,1.56,8.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luis Binks,eng ENG,DF,19.0,7.2,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Nicola Sansone,it ITA,"FW,MF",29.0,10.0,37.0,3.72,18.0,10.0,1.0,5.0,3.0,0.0,6.0,0.6,2.0,1.0,0.0,1.0,2.0,0.0,Matches
Andreas Skov Olsen,dk DEN,"FW,DF",21.0,8.3,23.0,2.77,17.0,3.0,1.0,1.0,1.0,0.0,6.0,0.72,3.0,1.0,1.0,0.0,1.0,0.0,Matches
Michel Aebischer,ch SUI,MF,24.0,4.9,10.0,2.05,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Emanuel Vignato,it ITA,"MF,DF",20.0,6.6,28.0,4.23,23.0,2.0,2.0,1.0,0.0,0.0,2.0,0.3,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Francesco Bardi,it ITA,GK,29.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Denso Kasius,nl NED,"DF,FW",18.0,2.0,7.0,3.5,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ibrahima Mbaye,sn SEN,DF,26.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Nicolas Viola,it ITA,MF,31.0,1.1,1.0,0.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kingsley Michael,ng NGA,MF,21.0,0.8,1.0,1.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Antonio Raimondo,it ITA,FW,17.0,0.8,1.0,1.22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Wisdom Amey,it ITA,DF,15.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Federico Santander,py PAR,"FW,DF",30.0,0.7,3.0,4.03,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Diego Falcinelli,it ITA,FW,30.0,0.7,1.0,1.36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Riccardo Stivanello,it ITA,DF,17.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kacper Urbanski,pl POL,MF,16.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Sydney van Hooijdonk,nl NED,"FW,MF",21.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ebenezer Annan,gh GHA,DF,18.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Niklas Pyyhtiä,fi FIN,MF,17.0,0.2,1.0,4.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Takehiro Tomiyasu,jp JPN,DF,22.0,0.1,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Nicola Bagnolini,it ITA,GK,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,26.6,38.0,777.0,20.45,599.0,71.0,26.0,41.0,34.0,6.0,76.0,2.0,59.0,7.0,2.0,5.0,3.0,0.0,
Opponent Total,,,26.5,38.0,954.0,25.11,713.0,72.0,45.0,56.0,52.0,16.0,89.0,2.34,63.0,4.0,4.0,8.0,9.0,1.0,
Guglielmo Vicario,it ITA,GK,24.0,38.0,7.0,0.18,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Andrea Pinamonti,it ITA,FW,22.0,31.9,72.0,2.26,43.0,0.0,6.0,11.0,12.0,0.0,7.0,0.22,4.0,0.0,0.0,2.0,1.0,0.0,Matches
Petar Stojanović,si SVN,DF,25.0,30.4,79.0,2.6,66.0,4.0,6.0,1.0,2.0,0.0,4.0,0.13,3.0,0.0,1.0,0.0,0.0,0.0,Matches
Szymon Żurkowski,pl POL,MF,23.0,25.6,77.0,3.0,57.0,0.0,4.0,8.0,8.0,0.0,6.0,0.23,4.0,0.0,0.0,2.0,0.0,0.0,Matches
Filippo Bandinelli,it ITA,MF,26.0,21.7,58.0,2.67,46.0,4.0,3.0,3.0,1.0,1.0,4.0,0.18,4.0,0.0,0.0,0.0,0.0,0.0,Matches
Nedim Bajrami,al ALB,"MF,FW",22.0,22.8,104.0,4.55,66.0,21.0,8.0,5.0,1.0,3.0,7.0,0.31,5.0,1.0,0.0,1.0,0.0,0.0,Matches
Liam Henderson,sct SCO,MF,25.0,22.4,87.0,3.88,67.0,13.0,1.0,3.0,3.0,0.0,12.0,0.53,7.0,1.0,1.0,1.0,2.0,0.0,Matches
Sebastiano Luperto,it ITA,DF,24.0,21.8,17.0,0.78,14.0,1.0,0.0,1.0,0.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,Matches
