Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Dani Ceballos,es ESP,MF,24.0,3.1,12.0,3.93,9.0,0.0,0.0,3.0,0.0,0.0,1.0,0.33,0.0,0.0,0.0,1.0,0.0,0.0,Matches
Andriy Lunin,ua UKR,GK,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luka Jović,rs SRB,FW,23.0,4.1,13.0,3.16,8.0,1.0,0.0,4.0,0.0,0.0,3.0,0.73,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Blanco,es ESP,MF,21.0,0.3,1.0,2.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.9,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Peter González,do DOM,"MF,DF",19.0,0.3,5.0,16.67,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mario Gila,es ESP,DF,20.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Sergio Santos,es ESP,DF,20.0,0.1,2.0,16.36,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Latasa,es ESP,FW,20.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,27.7,38.0,1195.0,31.45,922.0,68.0,83.0,56.0,49.0,17.0,139.0,3.66,102.0,2.0,13.0,11.0,8.0,3.0,
Opponent Total,,,27.6,38.0,749.0,19.71,534.0,71.0,41.0,41.0,44.0,18.0,56.0,1.47,36.0,4.0,5.0,3.0,5.0,3.0,
Sergio Busquets,es ESP,MF,33.0,35.5,92.0,2.59,85.0,0.0,0.0,0.0,4.0,3.0,3.0,0.08,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Marc-André ter Stegen,de GER,GK,29.0,35.0,8.0,0.23,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jordi Alba,es ESP,DF,32.0,29.4,89.0,3.03,82.0,3.0,0.0,2.0,2.0,0.0,14.0,0.48,13.0,0.0,0.0,1.0,0.0,0.0,Matches
Frenkie de Jong,nl NED,MF,24.0,27.5,83.0,3.02,71.0,2.0,7.0,2.0,1.0,0.0,9.0,0.33,9.0,0.0,0.0,0.0,0.0,0.0,Matches
Gavi,es ESP,"MF,FW",16.0,25.7,61.0,2.37,52.0,1.0,5.0,0.0,3.0,0.0,16.0,0.62,13.0,0.0,2.0,0.0,1.0,0.0,Matches
Ronald Araújo,uy URU,DF,22.0,25.2,15.0,0.59,12.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gerard Piqué,es ESP,DF,34.0,23.2,24.0,1.03,18.0,1.0,1.0,4.0,0.0,0.0,6.0,0.26,3.0,1.0,0.0,2.0,0.0,0.0,Matches
Eric García,es ESP,DF,20.0,22.7,27.0,1.19,25.0,1.0,0.0,1.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Memphis,nl NED,FW,27.0,20.6,82.0,3.99,44.0,20.0,10.0,3.0,5.0,0.0,10.0,0.49,4.0,1.0,2.0,1.0,2.0,0.0,Matches
Sergiño Dest,us USA,"DF,FW",20.0,16.8,43.0,2.56,32.0,2.0,7.0,0.0,2.0,0.0,3.0,0.18,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Ferrán Torres,es ESP,FW,21.0,15.7,38.0,2.42,26.0,0.0,4.0,3.0,5.0,0.0,5.0,0.32,4.0,0.0,0.0,1.0,0.0,0.0,Matches
Ousmane Dembélé,fr FRA,FW,24.0,15.7,88.0,5.62,60.0,11.0,10.0,4.0,3.0,0.0,17.0,1.09,13.0,3.0,1.0,0.0,0.0,0.0,Matches
Dani Alves,br BRA,DF,38.0,12.2,34.0,2.79,26.0,7.0,0.0,0.0,1.0,0.0,4.0,0.33,4.0,0.0,0.0,0.0,0.0,0.0,Matches
Pierre-Emerick Aubameyang,ga GAB,FW,32.0,12.0,15.0,1.25,13.0,0.0,0.0,2.0,0.0,0.0,3.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Nicolás González,es ESP,MF,19.0,12.4,38.0,3.07,29.0,0.0,5.0,2.0,0.0,2.0,4.0,0.32,3.0,0.0,1.0,0.0,0.0,0.0,Matches
Pedri,es ESP,MF,18.0,9.8,46.0,4.67,33.0,7.0,1.0,2.0,3.0,0.0,6.0,0.61,4.0,0.0,0.0,1.0,1.0,0.0,Matches
Óscar Mingueza,es ESP,DF,22.0,9.9,13.0,1.31,12.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Clément Lenglet,fr FRA,DF,26.0,9.2,9.0,0.98,7.0,0.0,0.0,1.0,0.0,1.0,4.0,0.44,3.0,0.0,0.0,0.0,0.0,1.0,Matches
Luuk de Jong,nl NED,FW,30.0,7.3,7.0,0.97,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Abdessamad Ezzalzouli,ma MAR,FW,19.0,6.4,17.0,2.64,9.0,0.0,6.0,1.0,1.0,0.0,2.0,0.31,1.0,0.0,0.0,1.0,0.0,0.0,Matches
Philippe Coutinho,br BRA,"MF,FW",29.0,5.6,16.0,2.87,11.0,1.0,1.0,1.0,1.0,1.0,3.0,0.54,2.0,0.0,0.0,0.0,1.0,0.0,Matches
Sergi Roberto,es ESP,"MF,DF",29.0,4.4,7.0,1.58,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Adama Traoré,es ESP,FW,25.0,4.2,20.0,4.71,12.0,0.0,5.0,1.0,1.0,1.0,3.0,0.71,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Jutglà,es ESP,FW,22.0,3.3,7.0,2.09,4.0,0.0,2.0,1.0,0.0,0.0,1.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Ansu Fati,es ESP,FW,18.0,3.7,10.0,2.68,6.0,0.0,1.0,0.0,2.0,1.0,3.0,0.8,1.0,0.0,0.0,0.0,1.0,1.0,Matches
Neto,br BRA,GK,32.0,3.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Antoine Griezmann,fr FRA,FW,30.0,2.9,5.0,1.71,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.34,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Martin Braithwaite,dk DEN,FW,30.0,2.6,2.0,0.77,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Riqui Puig,es ESP,MF,21.0,5.4,24.0,4.44,22.0,0.0,1.0,1.0,0.0,0.0,3.0,0.56,1.0,0.0,1.0,1.0,0.0,0.0,Matches
Yusuf Demir,at AUT,FW,18.0,2.1,5.0,2.34,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alejandro Balde,es ESP,"DF,FW",17.0,2.1,3.0,1.44,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Sergio Agüero,ar ARG,FW,33.0,1.7,3.0,1.78,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ilias Akhomach,es ESP,FW,17.0,1.4,9.0,6.53,5.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Emerson,br BRA,DF,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Samuel Umtiti,fr FRA,DF,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alvaro Sanz,es ESP,MF,20.0,0.3,1.0,3.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Estanis,es ESP,FW,17.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mika Màrmol,es ESP,DF,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,26.2,38.0,942.0,24.79,728.0,62.0,68.0,34.0,41.0,9.0,123.0,3.24,95.0,5.0,7.0,8.0,6.0,2.0,
Opponent Total,,,27.7,38.0,602.0,15.84,421.0,68.0,31.0,31.0,38.0,13.0,62.0,1.63,38.0,6.0,5.0,6.0,6.0,1.0,
Jan Oblak,si SVN,GK,28.0,38.0,2.0,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Koke,es ESP,MF,29.0,27.9,67.0,2.4,59.0,2.0,1.0,2.0,3.0,0.0,11.0,0.39,11.0,0.0,0.0,0.0,0.0,0.0,Matches
Marcos Llorente,es ESP,"MF,DF",26.0,27.2,57.0,2.1,51.0,3.0,1.0,0.0,2.0,0.0,5.0,0.18,5.0,0.0,0.0,0.0,0.0,0.0,Matches
Yannick Carrasco,be BEL,"FW,MF",27.0,28.7,122.0,4.25,62.0,26.0,25.0,6.0,3.0,0.0,10.0,0.35,5.0,4.0,1.0,0.0,0.0,0.0,Matches
Stefan Savić,me MNE,DF,30.0,27.1,21.0,0.77,17.0,1.0,1.0,2.0,0.0,0.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Rodrigo De Paul,ar ARG,MF,27.0,23.9,95.0,3.97,68.0,21.0,2.0,1.0,2.0,1.0,6.0,0.25,5.0,1.0,0.0,0.0,0.0,0.0,Matches
José María Giménez,uy URU,DF,26.0,22.7,11.0,0.48,7.0,0.0,1.0,2.0,1.0,0.0,2.0,0.09,1.0,0.0,0.0,1.0,0.0,0.0,Matches
Geoffrey Kondogbia,cf CTA,"MF,DF",28.0,20.9,25.0,1.2,20.0,0.0,2.0,0.0,0.0,3.0,4.0,0.19,3.0,0.0,0.0,0.0,0.0,1.0,Matches
Mario Hermoso,es ESP,DF,26.0,20.7,28.0,1.35,22.0,2.0,0.0,4.0,0.0,0.0,3.0,0.14,2.0,0.0,0.0,1.0,0.0,0.0,Matches
Ángel Correa,ar ARG,"FW,MF",26.0,20.6,67.0,3.25,47.0,3.0,8.0,4.0,4.0,1.0,11.0,0.53,8.0,0.0,0.0,2.0,0.0,1.0,Matches
Antoine Griezmann,fr FRA,"FW,MF",30.0,18.8,49.0,2.6,36.0,8.0,1.0,1.0,2.0,1.0,10.0,0.53,8.0,0.0,1.0,0.0,0.0,1.0,Matches
Luis Suárez,uy URU,FW,34.0,20.4,38.0,1.86,27.0,0.0,2.0,5.0,2.0,2.0,7.0,0.34,4.0,0.0,1.0,1.0,1.0,0.0,Matches
Thomas Lemar,fr FRA,MF,25.0,16.0,66.0,4.12,45.0,9.0,4.0,5.0,3.0,0.0,11.0,0.69,7.0,1.0,1.0,2.0,0.0,0.0,Matches
Felipe,br BRA,DF,32.0,16.7,11.0,0.66,10.0,0.0,0.0,1.0,0.0,0.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Reinildo Mandava,mz MOZ,DF,27.0,14.4,12.0,0.83,9.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
João Félix,pt POR,"FW,MF",21.0,14.0,49.0,3.49,32.0,1.0,7.0,2.0,7.0,0.0,9.0,0.64,8.0,0.0,1.0,0.0,0.0,0.0,Matches
Renan Lodi,br BRA,DF,23.0,13.1,20.0,1.53,18.0,1.0,0.0,0.0,1.0,0.0,3.0,0.23,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Kieran Trippier,eng ENG,"DF,FW",30.0,10.8,22.0,2.03,17.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Šime Vrsaljko,hr CRO,DF,29.0,10.2,12.0,1.18,8.0,1.0,0.0,1.0,1.0,1.0,4.0,0.39,4.0,0.0,0.0,0.0,0.0,0.0,Matches
Matheus Cunha,br BRA,FW,22.0,11.8,28.0,2.37,17.0,0.0,0.0,3.0,5.0,3.0,7.0,0.59,4.0,0.0,0.0,1.0,2.0,0.0,Matches
Héctor Herrera,mx MEX,MF,31.0,9.5,21.0,2.2,17.0,2.0,1.0,1.0,0.0,0.0,2.0,0.21,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Saúl Ñíguez,es ESP,"FW,MF",26.0,2.2,3.0,1.34,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.45,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Javier Serrano,es ESP,MF,18.0,0.8,1.0,1.32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.32,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Daniel Wass,dk DEN,"DF,FW",32.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Carlos Martín,es ESP,DF,19.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Giuliano Simeone,ar ARG,MF,18.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,28.1,38.0,828.0,21.79,593.0,86.0,56.0,41.0,40.0,12.0,111.0,2.92,86.0,6.0,5.0,8.0,3.0,3.0,
Opponent Total,,,27.6,38.0,613.0,16.13,415.0,71.0,35.0,39.0,45.0,8.0,66.0,1.74,39.0,7.0,4.0,9.0,7.0,0.0,
Diego Carlos,br BRA,DF,28.0,32.9,19.0,0.58,16.0,0.0,0.0,2.0,0.0,1.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Yassine Bounou,ma MAR,GK,30.0,31.0,4.0,0.13,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.06,1.0,1.0,0.0,0.0,0.0,0.0,Matches
Jules Koundé,fr FRA,DF,22.0,30.4,43.0,1.41,35.0,0.0,4.0,2.0,2.0,0.0,3.0,0.1,2.0,0.0,1.0,0.0,0.0,0.0,Matches
Joan Jordán,es ESP,MF,27.0,27.9,60.0,2.15,49.0,5.0,1.0,1.0,2.0,2.0,6.0,0.21,5.0,0.0,0.0,0.0,1.0,0.0,Matches
Marcos Acuña,ar ARG,DF,29.0,25.1,75.0,2.99,48.0,19.0,2.0,3.0,3.0,0.0,3.0,0.12,1.0,2.0,0.0,0.0,0.0,0.0,Matches
Ivan Rakitić,hr CRO,MF,33.0,24.2,85.0,3.51,49.0,28.0,0.0,5.0,3.0,0.0,10.0,0.41,5.0,4.0,0.0,1.0,0.0,0.0,Matches
Lucas Ocampos,ar ARG,FW,27.0,23.6,51.0,2.16,32.0,3.0,6.0,3.0,6.0,1.0,7.0,0.3,5.0,0.0,2.0,0.0,0.0,0.0,Matches
Fernando,br BRA,"MF,DF",34.0,20.6,26.0,1.26,23.0,1.0,0.0,1.0,0.0,1.0,4.0,0.19,2.0,1.0,0.0,1.0,0.0,0.0,Matches
Jesús Navas,es ESP,DF,35.0,19.8,62.0,3.12,56.0,1.0,1.0,0.0,4.0,0.0,5.0,0.25,4.0,0.0,1.0,0.0,0.0,0.0,Matches
Papu Gómez,ar ARG,"FW,MF",33.0,19.8,59.0,2.97,38.0,6.0,5.0,2.0,6.0,2.0,9.0,0.45,4.0,0.0,2.0,1.0,1.0,1.0,Matches
Rafa Mir,es ESP,FW,24.0,20.1,31.0,1.54,17.0,0.0,3.0,7.0,4.0,0.0,5.0,0.25,3.0,0.0,0.0,2.0,0.0,0.0,Matches
Thomas Delaney,dk DEN,MF,29.0,17.2,21.0,1.22,15.0,1.0,1.0,3.0,1.0,0.0,2.0,0.12,1.0,0.0,0.0,1.0,0.0,0.0,Matches
Youssef En-Nesyri,ma MAR,FW,24.0,14.2,11.0,0.77,9.0,0.0,0.0,1.0,1.0,0.0,3.0,0.21,2.0,0.0,0.0,0.0,1.0,0.0,Matches
Gonzalo Montiel,ar ARG,DF,24.0,11.8,23.0,1.94,21.0,0.0,0.0,1.0,1.0,0.0,4.0,0.34,4.0,0.0,0.0,0.0,0.0,0.0,Matches
Jesús Corona,mx MEX,"FW,DF",28.0,12.9,49.0,3.81,40.0,3.0,5.0,0.0,1.0,0.0,7.0,0.54,5.0,0.0,2.0,0.0,0.0,0.0,Matches
Karim Rekik,nl NED,DF,26.0,12.2,16.0,1.31,14.0,0.0,0.0,0.0,1.0,1.0,2.0,0.16,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Óliver Torres,es ESP,"MF,FW",26.0,11.2,25.0,2.23,21.0,1.0,1.0,0.0,0.0,2.0,6.0,0.54,5.0,0.0,0.0,0.0,0.0,1.0,Matches
Érik Lamela,ar ARG,"FW,MF",29.0,11.3,44.0,3.91,38.0,1.0,3.0,0.0,1.0,1.0,4.0,0.36,4.0,0.0,0.0,0.0,0.0,0.0,Matches
Nemanja Gudelj,rs SRB,"DF,MF",29.0,11.6,9.0,0.77,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ludwig Augustinsson,se SWE,"DF,FW",27.0,8.8,13.0,1.48,9.0,3.0,0.0,0.0,0.0,1.0,1.0,0.11,0.0,1.0,0.0,0.0,0.0,0.0,Matches
Anthony Martial,fr FRA,"FW,MF",25.0,5.4,6.0,1.1,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Marko Dmitrović,rs SRB,GK,29.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Suso,es ESP,FW,27.0,4.3,13.0,3.05,10.0,0.0,2.0,1.0,0.0,0.0,3.0,0.7,2.0,0.0,0.0,1.0,0.0,0.0,Matches
Munir El Haddadi,ma MAR,"FW,MF",25.0,5.3,12.0,2.28,7.0,0.0,0.0,2.0,2.0,1.0,2.0,0.38,1.0,0.0,0.0,0.0,0.0,1.0,Matches
Óscar Rodríguez Arnaiz,es ESP,"FW,MF",23.0,4.6,16.0,3.45,11.0,3.0,0.0,0.0,1.0,1.0,2.0,0.43,1.0,0.0,0.0,0.0,1.0,0.0,Matches
Iván Romero,es ESP,FW,20.0,2.0,3.0,1.52,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.51,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Oussama Idrissi,ma MAR,"MF,FW",25.0,1.4,5.0,3.54,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.71,0.0,0.0,0.0,0.0,1.0,0.0,Matches
Javier Díaz,es ESP,GK,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Carmona,es ESP,DF,19.0,0.3,1.0,3.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luismi,es ESP,"FW,MF",20.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Pedro Ortiz,es ESP,MF,20.0,0.1,2.0,25.71,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Juan Sánchez,es ESP,,17.0,0.1,,,,,,,,,,,,,,,,,Matches
Valentino Scotta,es ESP,DF,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,28.6,38.0,784.0,20.63,578.0,78.0,35.0,35.0,43.0,15.0,95.0,2.5,63.0,9.0,8.0,7.0,5.0,3.0,
Opponent Total,,,27.8,38.0,699.0,18.39,501.0,64.0,40.0,39.0,41.0,14.0,50.0,1.32,27.0,6.0,5.0,7.0,4.0,1.0,
Nabil Fekir,fr FRA,MF,28.0,31.0,170.0,5.47,84.0,48.0,20.0,4.0,11.0,3.0,19.0,0.61,12.0,5.0,2.0,0.0,0.0,0.0,Matches
Sergio Canales,es ESP,"FW,MF",30.0,31.0,134.0,4.32,116.0,7.0,5.0,5.0,1.0,0.0,13.0,0.42,11.0,0.0,2.0,0.0,0.0,0.0,Matches
Guido Rodríguez,ar ARG,MF,27.0,28.1,51.0,1.81,46.0,0.0,0.0,3.0,2.0,0.0,4.0,0.14,4.0,0.0,0.0,0.0,0.0,0.0,Matches
Álex Moreno,es ESP,DF,28.0,26.7,56.0,2.1,40.0,2.0,5.0,4.0,3.0,2.0,9.0,0.34,5.0,0.0,2.0,1.0,1.0,0.0,Matches
Juanmi,es ESP,FW,28.0,23.7,42.0,1.77,27.0,0.0,7.0,1.0,5.0,2.0,3.0,0.13,1.0,0.0,1.0,0.0,1.0,0.0,Matches
Marc Bartra,es ESP,DF,30.0,22.1,12.0,0.54,8.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Germán Pezzella,ar ARG,DF,30.0,22.1,6.0,0.27,3.0,0.0,0.0,2.0,1.0,0.0,1.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0,Matches
Héctor Bellerín,es ESP,DF,26.0,22.0,47.0,2.14,39.0,6.0,2.0,0.0,0.0,0.0,7.0,0.32,6.0,0.0,1.0,0.0,0.0,0.0,Matches
Rui Silva,pt POR,GK,27.0,21.8,1.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
William Carvalho,pt POR,MF,29.0,20.1,59.0,2.92,51.0,0.0,4.0,2.0,0.0,2.0,7.0,0.35,3.0,0.0,2.0,1.0,0.0,1.0,Matches
Willian José,br BRA,FW,29.0,17.8,54.0,3.03,45.0,0.0,1.0,4.0,3.0,1.0,6.0,0.34,5.0,0.0,0.0,1.0,0.0,0.0,Matches
Borja Iglesias,es ESP,FW,28.0,17.5,33.0,1.89,26.0,0.0,0.0,2.0,5.0,0.0,4.0,0.23,1.0,0.0,0.0,0.0,3.0,0.0,Matches
Claudio Bravo,cl CHI,GK,38.0,16.2,4.0,0.25,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Víctor Ruiz,es ESP,DF,32.0,15.8,11.0,0.7,9.0,0.0,0.0,1.0,0.0,1.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Andrés Guardado,mx MEX,MF,34.0,15.5,33.0,2.13,30.0,0.0,0.0,2.0,0.0,1.0,3.0,0.19,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Édgar González,es ESP,DF,24.0,16.3,8.0,0.49,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.06,0.0,0.0,0.0,1.0,0.0,0.0,Matches
Rodrigo,es ESP,FW,21.0,9.8,37.0,3.78,28.0,0.0,1.0,3.0,5.0,0.0,6.0,0.61,4.0,0.0,0.0,0.0,2.0,0.0,Matches
Aitor Ruibal,es ESP,"FW,DF",25.0,9.5,34.0,3.57,24.0,0.0,3.0,4.0,2.0,1.0,1.0,0.11,0.0,0.0,0.0,0.0,1.0,0.0,Matches
Youssouf Sabaly,sn SEN,DF,28.0,8.8,12.0,1.37,11.0,0.0,0.0,0.0,1.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Juan Miranda,es ESP,DF,21.0,8.7,13.0,1.49,11.0,0.0,1.0,0.0,1.0,0.0,3.0,0.34,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Martín Montoya,es ESP,DF,30.0,5.8,5.0,0.87,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Paul Akouokou,ci CIV,MF,23.0,5.7,7.0,1.22,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Cristian Tello,es ESP,FW,29.0,9.1,31.0,3.4,24.0,0.0,1.0,4.0,0.0,2.0,2.0,0.22,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Joaquín,es ESP,"FW,MF",40.0,5.2,33.0,6.31,20.0,9.0,3.0,0.0,1.0,0.0,2.0,0.38,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Diego Lainez,mx MEX,FW,21.0,1.6,5.0,3.21,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Roberto González,es ESP,"FW,MF",20.0,1.5,2.0,1.34,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kike Hermoso,es ESP,DF,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Víctor Camarasa,es ESP,"MF,FW",27.0,1.2,1.0,0.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Calderón,es ESP,DF,21.0,0.7,1.0,1.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Loren Morón,es ESP,FW,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Raúl,es ESP,"FW,DF",20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,28.9,38.0,902.0,23.74,670.0,75.0,55.0,46.0,41.0,15.0,94.0,2.47,65.0,5.0,10.0,5.0,8.0,1.0,
Opponent Total,,,27.4,38.0,745.0,19.61,524.0,70.0,60.0,51.0,32.0,8.0,67.0,1.76,52.0,3.0,6.0,3.0,3.0,0.0,
Robin Le Normand,fr FRA,DF,24.0,37.0,9.0,0.24,7.0,0.0,0.0,2.0,0.0,0.0,2.0,0.05,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Álex Remiro,es ESP,GK,26.0,35.0,7.0,0.2,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
