Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Nemanja Maksimović,rs SRB,MF,26.0,32.6,1,31,5,16.1,0.95,0.15,0.03,0.2,15.9,0.0,0,0,2.6,2.6,0.08,-1.6,-1.6,Matches
Enes Ünal,tr TUR,FW,24.0,31.1,16,82,24,29.3,2.64,0.77,0.17,0.58,16.5,7.0,2,4,10.4,7.3,0.09,5.6,6.7,Matches
Mathías Olivera,uy URU,DF,23.0,31.1,1,24,7,29.2,0.77,0.22,0.04,0.14,12.0,0.0,0,0,2.4,2.0,0.08,-1.4,-1.0,Matches
Damián Suárez,uy URU,DF,33.0,30.1,0,14,4,28.6,0.46,0.13,0.0,0.0,29.7,2.0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
Jorge Cuenca,es ESP,DF,21.0,29.8,1,16,7,43.8,0.54,0.23,0.06,0.14,12.4,0.0,0,0,0.9,0.9,0.06,0.1,0.1,Matches
Stefan Mitrović,rs SRB,DF,31.0,29.6,0,4,1,25.0,0.13,0.03,0.0,0.0,12.4,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Mauro Arambarri,uy URU,MF,25.0,29.6,0,37,8,21.6,1.25,0.27,0.0,0.0,27.7,2.0,0,0,1.2,1.2,0.03,-1.2,-1.2,Matches
Carles Aleñá,es ESP,MF,23.0,25.8,1,46,14,30.4,1.78,0.54,0.02,0.07,24.2,0.0,0,0,1.8,1.8,0.04,-0.8,-0.8,Matches
Sandro Ramírez,es ESP,FW,26.0,16.2,3,50,13,26.0,3.08,0.8,0.06,0.23,23.0,7.0,0,0,3.0,3.0,0.06,0.0,0.0,Matches
Borja Mayoral,es ESP,FW,24.0,11.6,6,16,6,37.5,1.38,0.52,0.31,0.83,16.6,0.0,1,1,2.6,1.8,0.11,3.4,3.2,Matches
Florentino Luís,pt POR,MF,21.0,11.0,0,3,1,33.3,0.27,0.09,0.0,0.0,26.9,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Óscar Rodríguez Arnaiz,es ESP,"MF,FW",23.0,10.5,0,26,8,30.8,2.48,0.76,0.0,0.0,25.7,9.0,0,0,1.0,1.0,0.04,-1.0,-1.0,Matches
Iglesias,es ESP,DF,23.0,8.0,0,5,0,0.0,0.63,0.0,0.0,,33.6,0.0,0,0,0.1,0.1,0.01,-0.1,-0.1,Matches
Jakub Jankto,cz CZE,"DF,MF",25.0,6.5,0,6,0,0.0,0.92,0.0,0.0,,21.9,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Okay Yokuşlu,tr TUR,"DF,MF",27.0,5.2,0,4,1,25.0,0.77,0.19,0.0,0.0,14.0,0.0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
Erick Cabaco,uy URU,DF,26.0,4.5,0,1,0,0.0,0.22,0.0,0.0,,11.1,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Jaime Mata,es ESP,FW,32.0,7.5,1,10,3,30.0,1.34,0.4,0.1,0.33,15.0,0.0,0,0,1.3,1.3,0.13,-0.3,-0.3,Matches
Darío Poveda,es ESP,"FW,MF",24.0,4.2,1,4,4,100.0,0.95,0.95,0.25,0.25,29.6,0.0,0,0,0.3,0.3,0.07,0.7,0.7,Matches
David Timor,es ESP,MF,31.0,3.8,0,8,0,0.0,2.11,0.0,0.0,,29.9,2.0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
Allan Nyom,cm CMR,DF,33.0,2.7,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Gonzalo Villar,es ESP,MF,23.0,3.3,0,2,2,100.0,0.6,0.6,0.0,0.0,20.4,0.0,0,0,0.4,0.4,0.2,-0.4,-0.4,Matches
José Juan Macías,mx MEX,"FW,MF",21.0,2.2,0,4,0,0.0,1.79,0.0,0.0,,19.0,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Jonathan Silva,ar ARG,"DF,FW",27.0,2.5,0,1,1,100.0,0.4,0.4,0.0,0.0,23.8,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Vitolo,es ESP,MF,31.0,2.5,0,1,0,0.0,0.41,0.0,0.0,,26.0,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Emmanuel Amankwaa Akurugu,gh GHA,DF,19.0,0.9,0,1,0,0.0,1.14,0.0,0.0,,22.2,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Chema,es ESP,MF,29.0,0.5,0,1,0,0.0,2.0,0.0,0.0,,29.2,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Marc Cucurella,es ESP,"MF,DF",23.0,0.3,0,1,0,0.0,3.91,0.0,0.0,,18.8,0.0,0,0,0.2,0.2,0.16,-0.2,-0.2,Matches
Hugo Duro,es ESP,"DF,MF",21.0,0.1,0,2,1,50.0,15.0,7.5,0.0,0.0,16.8,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Diego Conde,es ESP,GK,22.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,26.6,38.0,31,404,111,27.5,10.63,2.92,0.07,0.25,20.6,29.0,3,5,29.3,25.3,0.06,1.7,2.7,
Opponent Total,,,27.8,38.0,40,408,129,31.6,10.74,3.39,0.09,0.29,19.0,22.0,2,4,38.6,35.5,0.09,1.4,2.5,
Martin Valjent,sk SVK,DF,25.0,35.3,0,10,1,10.0,0.28,0.03,0.0,0.0,28.4,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Pablo Maffeo,es ESP,DF,24.0,32.7,1,29,7,24.1,0.89,0.21,0.03,0.14,20.0,0.0,0,0,1.7,1.7,0.06,-0.7,-0.7,Matches
Dani Rodríguez,es ESP,"MF,FW",33.0,31.5,3,42,10,23.8,1.33,0.32,0.07,0.3,19.8,3.0,0,0,3.2,3.2,0.08,-0.2,-0.2,Matches
Brian Oliván,es ESP,DF,27.0,24.3,1,19,7,36.8,0.78,0.29,0.05,0.14,22.1,1.0,0,1,1.8,1.0,0.05,-0.8,0.0,Matches
Iddrisu Baba,gh GHA,MF,25.0,21.5,1,23,8,34.8,1.07,0.37,0.04,0.13,24.4,0.0,0,0,1.4,1.4,0.06,-0.4,-0.4,Matches
Manolo Reina,es ESP,GK,36.0,21.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Jaume Costa,es ESP,DF,33.0,20.3,0,11,2,18.2,0.54,0.1,0.0,0.0,19.6,0.0,0,0,0.8,0.8,0.07,-0.8,-0.8,Matches
Antonio Sánchez,es ESP,"MF,FW",24.0,18.0,1,18,4,22.2,1.0,0.22,0.06,0.25,22.0,0.0,0,0,1.4,1.4,0.08,-0.4,-0.4,Matches
Ángel Rodríguez,es ESP,"FW,MF",34.0,17.2,4,29,11,37.9,1.69,0.64,0.14,0.36,13.0,0.0,0,0,3.9,3.9,0.13,0.1,0.1,Matches
Takefusa Kubo,jp JPN,"FW,MF",20.0,17.8,1,48,8,16.7,2.69,0.45,0.02,0.13,20.7,2.0,0,0,2.8,2.8,0.06,-1.8,-1.8,Matches
Antonio Raillo,es ESP,DF,29.0,17.0,2,9,4,44.4,0.53,0.24,0.22,0.5,11.6,0.0,0,0,0.7,0.7,0.08,1.3,1.3,Matches
Salva Sevilla,es ESP,MF,37.0,16.7,5,22,4,18.2,1.31,0.24,0.05,0.25,27.4,7.0,4,4,4.8,1.7,0.08,0.2,-0.7,Matches
Franco Russo,ar ARG,DF,26.0,16.3,1,6,2,33.3,0.37,0.12,0.17,0.5,12.8,0.0,0,0,0.2,0.2,0.04,0.8,0.8,Matches
Iñigo Ruiz de Galarreta,es ESP,MF,27.0,15.3,0,8,3,37.5,0.52,0.2,0.0,0.0,22.6,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Vedat Muriqi,xk KVX,FW,27.0,16.0,5,49,16,32.7,3.07,1.0,0.06,0.19,15.6,0.0,2,2,5.3,3.7,0.08,-0.3,-0.7,Matches
Lee Kangin,kr KOR,"MF,FW",20.0,15.7,1,36,15,41.7,2.3,0.96,0.03,0.07,25.5,8.0,0,0,1.5,1.5,0.04,-0.5,-0.5,Matches
Sergio Rico,es ESP,GK,27.0,14.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Rodrigo Battaglia,ar ARG,MF,30.0,13.1,0,5,1,20.0,0.38,0.08,0.0,0.0,21.2,0.0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
Amath,sn SEN,"FW,MF",25.0,9.8,0,11,4,36.4,1.12,0.41,0.0,0.0,17.3,0.0,0,0,1.4,1.4,0.12,-1.4,-1.4,Matches
Fernando Niño,es ESP,FW,20.0,9.8,2,23,13,56.5,2.34,1.32,0.09,0.15,12.2,0.0,0,0,3.8,3.8,0.17,-1.8,-1.8,Matches
Abdón Prats,es ESP,FW,28.0,7.1,3,18,6,33.3,2.53,0.84,0.17,0.5,15.9,2.0,0,0,1.5,1.5,0.08,1.5,1.5,Matches
Jordi Mboula,es ESP,FW,22.0,4.8,0,5,0,0.0,1.04,0.0,0.0,,13.0,0.0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
Aleksandar Sedlar,rs SRB,"DF,MF",29.0,4.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Giovanni González,uy URU,DF,26.0,4.1,1,3,1,33.3,0.74,0.25,0.33,1.0,13.4,0.0,0,0,0.3,0.3,0.12,0.7,0.7,Matches
Joan Sastre Vanrell,es ESP,DF,24.0,2.9,0,2,0,0.0,0.7,0.0,0.0,,25.4,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Leonardo Román,es ESP,GK,21.0,2.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Lago Junior,ci CIV,"FW,MF",30.0,2.0,0,6,1,16.7,3.05,0.51,0.0,0.0,16.6,0.0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches
Javier Llabrés,es ESP,"FW,MF",18.0,1.5,0,5,2,40.0,3.41,1.36,0.0,0.0,24.4,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Matthew Hoppe,us USA,"FW,MF",20.0,1.5,0,2,0,0.0,1.37,0.0,0.0,,16.9,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
Aleix Febas,es ESP,MF,25.0,1.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Dominik Greif,sk SVK,GK,24.0,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Josep Antoni Gayá,es ESP,DF,21.0,0.6,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Clément Grenier,fr FRA,MF,30.0,0.7,1,1,1,100.0,1.5,1.5,1.0,1.0,4.4,0.0,0,0,0.6,0.6,0.61,0.4,0.4,Matches
Squad Total,,,27.9,38.0,33,440,131,29.8,11.58,3.45,0.06,0.21,19.5,23.0,6,7,38.8,33.3,0.08,-5.8,-6.3,
Opponent Total,,,27.7,38.0,59,460,144,31.3,12.11,3.79,0.12,0.37,17.8,14.0,6,8,49.3,43.0,0.1,9.7,10.0,
Jeremías Ledesma,ar ARG,GK,28.0,38.0,0,1,1,100.0,0.03,0.03,0.0,0.0,14.3,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Alfonso Espino,uy URU,DF,29.0,37.0,2,27,7,25.9,0.73,0.19,0.07,0.29,20.7,0.0,0,0,1.7,1.5,0.06,0.3,0.5,Matches
Álvaro Negredo,es ESP,FW,35.0,24.0,7,64,25,39.1,2.67,1.04,0.08,0.2,16.6,1.0,2,3,7.3,4.9,0.08,-0.3,0.1,Matches
Fali,es ESP,"DF,MF",27.0,20.0,0,14,0,0.0,0.7,0.0,0.0,,16.9,2.0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
Álex Fernández,es ESP,MF,28.0,22.8,3,19,6,31.6,0.83,0.26,0.11,0.33,20.7,0.0,1,2,3.0,1.5,0.08,0.0,0.5,Matches
Carlos Akapo,gq EQG,DF,28.0,20.5,0,10,1,10.0,0.49,0.05,0.0,0.0,19.8,0.0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
Anthony Lozano,hn HON,"FW,MF",28.0,18.6,7,49,20,40.8,2.64,1.08,0.14,0.35,14.5,0.0,0,0,5.1,5.0,0.1,1.9,2.0,Matches
Víctor Chust,es ESP,DF,21.0,20.3,0,9,2,22.2,0.44,0.1,0.0,0.0,10.3,0.0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
Rubén Sobrino,es ESP,"FW,MF",29.0,20.7,4,33,10,30.3,1.6,0.48,0.12,0.4,13.0,0.0,0,0,5.4,5.3,0.17,-1.4,-1.3,Matches
Isaac Carcelen,es ESP,"DF,MF",28.0,17.2,0,11,4,36.4,0.64,0.23,0.0,0.0,26.8,1.0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Salvi,es ESP,"MF,FW",30.0,15.5,2,19,7,36.8,1.23,0.45,0.11,0.29,16.1,0.0,0,1,2.6,1.8,0.09,-0.6,0.2,Matches
Jens Jønsson,dk DEN,MF,28.0,14.5,0,6,0,0.0,0.41,0.0,0.0,,13.7,0.0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Varazdat Haroyan,am ARM,DF,28.0,16.0,1,3,2,66.7,0.19,0.13,0.33,0.5,7.8,0.0,0,0,0.7,0.7,0.24,0.3,0.3,Matches
Tomás Alarcón,cl CHI,MF,22.0,15.8,0,15,2,13.3,0.95,0.13,0.0,0.0,24.1,0.0,0,0,1.1,1.1,0.07,-1.1,-1.1,Matches
Luis Hernández,es ESP,DF,32.0,15.2,0,6,1,16.7,0.4,0.07,0.0,0.0,12.3,0.0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
Rubén Alcaraz,es ESP,MF,30.0,12.3,2,23,6,26.1,1.87,0.49,0.09,0.33,23.1,5.0,0,0,1.3,1.3,0.06,0.7,0.7,Matches
Iván Alejo,es ESP,"MF,FW",26.0,11.8,2,12,4,33.3,1.01,0.34,0.17,0.5,21.5,0.0,0,0,1.4,1.4,0.12,0.6,0.6,Matches
Lucas Pérez,es ESP,"FW,MF",32.0,11.8,3,15,5,33.3,1.27,0.42,0.2,0.6,15.1,3.0,0,0,3.3,3.3,0.22,-0.3,-0.3,Matches
Oussama Idrissi,ma MAR,MF,25.0,10.0,1,21,8,38.1,2.1,0.8,0.05,0.13,20.1,0.0,0,0,2.0,2.0,0.09,-1.0,-1.0,Matches
Cala,es ESP,DF,31.0,10.5,0,5,0,0.0,0.48,0.0,0.0,,9.2,0.0,0,0,0.7,0.7,0.14,-0.7,-0.7,Matches
Fede San Emeterio,es ESP,MF,24.0,9.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Alberto Perea,es ESP,MF,30.0,8.6,0,17,3,17.6,1.97,0.35,0.0,0.0,21.6,1.0,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches
Santiago Arzamendia,py PAR,MF,23.0,5.2,1,7,1,14.3,1.34,0.19,0.14,1.0,29.7,0.0,0,0,0.2,0.2,0.03,0.8,0.8,Matches
Chapela,es ESP,"MF,FW",22.0,4.4,0,3,0,0.0,0.68,0.0,0.0,,22.6,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
José Mari,es ESP,MF,33.0,4.3,0,4,1,25.0,0.93,0.23,0.0,0.0,14.2,0.0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
Milutin Osmajić,me MNE,"FW,MF",22.0,2.9,0,4,0,0.0,1.4,0.0,0.0,,12.1,0.0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
Álvaro Bastida,es ESP,MF,17.0,2.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Álvaro Jiménez,es ESP,"MF,FW",26.0,2.6,0,3,1,33.3,1.15,0.38,0.0,0.0,19.4,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Florin Andone,ro ROU,FW,28.0,2.0,0,3,1,33.3,1.53,0.51,0.0,0.0,12.6,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
Marcos Mauro López Gutiérrez,ar ARG,DF,30.0,1.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Martín,es ESP,MF,22.0,1.3,0,2,0,0.0,1.57,0.0,0.0,,30.0,1.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Raúl Parra,es ESP,DF,21.0,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Pedro Benito,es ESP,FW,21.0,0.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,28.5,38.0,35,405,118,29.1,10.66,3.11,0.08,0.27,17.9,14.0,3,6,39.5,34.8,0.09,-4.5,-2.8,
Opponent Total,,,27.6,38.0,51,461,157,34.1,12.13,4.13,0.09,0.25,18.5,20.0,11,13,48.3,38.2,0.08,2.7,1.8,
Luís Maximiano,pt POR,GK,22.0,34.8,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Luis Javier Suárez,co COL,FW,23.0,31.6,8,85,25,29.4,2.69,0.79,0.09,0.32,17.1,1.0,0,1,9.8,9.1,0.11,-1.8,-1.1,Matches
Luis Milla,es ESP,MF,26.0,30.8,3,19,3,15.8,0.62,0.1,0.0,0.0,25.6,3.0,3,3,3.7,1.3,0.07,-0.7,-1.3,Matches
Quini,es ESP,DF,31.0,25.6,0,17,2,11.8,0.66,0.08,0.0,0.0,23.1,0.0,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches
Germán Sánchez,es ESP,DF,34.0,25.5,2,13,4,30.8,0.51,0.16,0.15,0.5,9.4,0.0,0,0,1.4,1.4,0.11,0.6,0.6,Matches
Antonio Puertas,es ESP,"MF,FW",29.0,25.1,6,33,14,42.4,1.31,0.56,0.18,0.43,14.2,0.0,0,0,3.5,3.5,0.1,2.5,2.5,Matches
Carlos Neva,es ESP,DF,25.0,23.4,0,6,1,16.7,0.26,0.04,0.0,0.0,18.7,0.0,0,0,1.0,1.0,0.17,-1.0,-1.0,Matches
Maxime Gonalons,fr FRA,MF,32.0,17.2,0,11,2,18.2,0.64,0.12,0.0,0.0,25.3,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Jorge Molina,es ESP,FW,39.0,21.8,10,45,22,48.9,2.06,1.01,0.22,0.45,14.0,0.0,0,1,6.4,5.6,0.12,3.6,4.4,Matches
Domingos Duarte,pt POR,DF,26.0,18.7,1,6,1,16.7,0.32,0.05,0.17,1.0,9.2,0.0,0,0,0.9,0.9,0.16,0.1,0.1,Matches
Víctor Díaz,es ESP,DF,33.0,16.7,1,13,2,15.4,0.78,0.12,0.08,0.5,22.3,0.0,0,0,0.8,0.8,0.06,0.2,0.2,Matches
Darwin Machís,ve VEN,"MF,FW",28.0,15.3,4,37,17,45.9,2.42,1.11,0.11,0.24,21.9,1.0,0,0,1.8,1.8,0.05,2.2,2.2,Matches
Sergio Escudero,es ESP,"DF,MF",31.0,15.9,2,21,4,19.0,1.32,0.25,0.1,0.5,27.1,4.0,0,0,1.1,1.1,0.05,0.9,0.9,Matches
Raúl Torrente,es ESP,DF,19.0,14.2,0,4,0,0.0,0.28,0.0,0.0,,14.9,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Ángel Montoro,es ESP,MF,33.0,14.8,1,21,5,23.8,1.42,0.34,0.05,0.2,23.7,0.0,0,0,1.4,1.4,0.07,-0.4,-0.4,Matches
Álex Collado,es ESP,"MF,FW",22.0,11.3,2,17,8,47.1,1.5,0.71,0.12,0.25,25.2,1.0,0,0,0.8,0.8,0.05,1.2,1.2,Matches
Njegoš Petrović,rs SRB,MF,22.0,10.2,0,8,2,25.0,0.78,0.2,0.0,0.0,19.6,0.0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches
Myrto Uzuni,al ALB,"FW,MF",26.0,9.5,1,11,2,18.2,1.16,0.21,0.09,0.5,20.7,0.0,0,0,1.1,1.1,0.1,-0.1,-0.1,Matches
Rubén Rochina,es ESP,"MF,FW",30.0,8.3,1,15,5,33.3,1.82,0.61,0.07,0.2,25.4,1.0,0,0,0.6,0.6,0.04,0.4,0.4,Matches
Monchu,es ESP,MF,21.0,7.4,0,8,1,12.5,1.08,0.13,0.0,0.0,22.8,1.0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Alberto Soro,es ESP,"MF,FW",22.0,6.4,0,7,4,57.1,1.09,0.62,0.0,0.0,13.2,0.0,0,0,0.8,0.8,0.11,-0.8,-0.8,Matches
Luis Abram,pe PER,DF,25.0,6.2,0,2,0,0.0,0.32,0.0,0.0,,9.0,0.0,0,0,0.3,0.3,0.14,-0.3,-0.3,Matches
Carlos Bacca,co COL,FW,34.0,5.7,0,9,2,22.2,1.58,0.35,0.0,0.0,14.5,0.0,0,0,0.9,0.9,0.1,-0.9,-0.9,Matches
Santiago Arias,co COL,DF,29.0,4.9,1,3,1,33.3,0.61,0.2,0.33,1.0,14.6,0.0,0,0,0.7,0.7,0.25,0.3,0.3,Matches
Aarón Escandell,es ESP,GK,25.0,3.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Isma Ruiz,es ESP,MF,20.0,3.1,0,4,1,25.0,1.27,0.32,0.0,0.0,27.2,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Yan Brice Eteki,cm CMR,MF,23.0,3.8,0,1,0,0.0,0.26,0.0,0.0,,13.1,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Dimitri Foulquier,fr FRA,DF,28.0,2.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Matias Arezo,uy URU,"FW,MF",18.0,1.8,0,5,3,60.0,2.78,1.67,0.0,0.0,17.5,0.0,0,0,1.0,1.0,0.2,-1.0,-1.0,Matches
Barcia,es ESP,DF,20.0,0.8,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Dani Raba,es ESP,"MF,FW",25.0,0.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Adrián Butzke,es ESP,FW,22.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,28.1,38.0,43,421,131,31.1,11.08,3.45,0.1,0.31,19.2,12.0,3,5,39.0,35.1,0.09,4.0,4.9,
Opponent Total,,,27.6,38.0,59,555,184,33.2,14.61,4.84,0.09,0.28,17.9,15.0,7,9,61.2,54.6,0.1,-2.2,-2.6,
José Luis Morales,es ESP,"FW,MF",34.0,30.2,13,76,31,40.8,2.52,1.03,0.13,0.32,18.9,2.0,3,5,14.3,10.4,0.14,-1.3,-0.4,Matches
Rúben Vezo,pt POR,DF,27.0,26.9,0,18,4,22.2,0.67,0.15,0.0,0.0,13.4,0.0,0,0,0.6,0.6,0.03,-0.6,-0.6,Matches
Roger Martí,es ESP,FW,30.0,23.5,7,46,17,37.0,1.96,0.72,0.13,0.35,17.0,0.0,1,3,8.4,6.1,0.13,-1.4,-0.1,Matches
Cárdenas,es ESP,GK,24.0,24.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
José Luis García Vayá,es ESP,MF,22.0,22.4,0,14,2,14.3,0.63,0.09,0.0,0.0,23.5,2.0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
Jorge Miramón,es ESP,DF,32.0,22.0,1,7,2,28.6,0.32,0.09,0.14,0.5,18.1,0.0,0,0,0.4,0.4,0.05,0.6,0.6,Matches
Son,es ESP,DF,27.0,21.9,1,14,7,50.0,0.64,0.32,0.07,0.14,19.4,0.0,0,0,0.9,0.9,0.06,0.1,0.1,Matches
Rober,es ESP,DF,26.0,22.3,1,8,1,12.5,0.36,0.04,0.13,1.0,8.4,0.0,0,0,1.3,1.3,0.16,-0.3,-0.3,Matches
Óscar Duarte,cr CRC,DF,32.0,19.7,2,19,5,26.3,0.96,0.25,0.11,0.4,12.6,0.0,0,0,1.2,1.2,0.06,0.8,0.8,Matches
Jorge de Frutos,es ESP,"MF,FW",24.0,19.6,4,46,20,43.5,2.35,1.02,0.09,0.2,15.9,0.0,0,0,4.9,4.9,0.11,-0.9,-0.9,Matches
Gonzalo Melero,es ESP,MF,27.0,18.8,7,20,9,45.0,1.06,0.48,0.25,0.56,17.1,0.0,2,2,4.2,2.6,0.13,2.8,2.4,Matches
Carlos Clerc,es ESP,DF,29.0,16.8,0,2,0,0.0,0.12,0.0,0.0,,16.5,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Enis Bardhi,mk MKD,"MF,FW",26.0,18.9,3,41,8,19.5,2.17,0.42,0.02,0.13,24.3,9.0,2,2,3.9,2.2,0.05,-0.9,-1.2,Matches
Nemanja Radoja,rs SRB,MF,28.0,13.5,0,5,1,20.0,0.37,0.07,0.0,0.0,18.7,0.0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
José Campaña,es ESP,MF,28.0,15.8,2,12,5,41.7,0.76,0.32,0.17,0.4,21.4,1.0,0,1,1.5,0.6,0.05,0.5,1.4,Matches
Aitor Fernández,es ESP,GK,30.0,13.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Mickael Malsa,mq MTQ,MF,25.0,12.7,1,13,2,15.4,1.02,0.16,0.08,0.5,22.8,0.0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches
Dani Gómez,es ESP,FW,23.0,11.8,4,31,14,45.2,2.62,1.19,0.13,0.29,15.1,0.0,0,0,4.7,4.7,0.15,-0.7,-0.7,Matches
Sergio Postigo,es ESP,DF,32.0,9.4,0,2,0,0.0,0.21,0.0,0.0,,16.6,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Martín Cáceres,uy URU,DF,34.0,7.4,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Shkodran Mustafi,de GER,DF,29.0,7.3,1,4,2,50.0,0.55,0.27,0.25,0.5,17.0,0.0,0,0,0.1,0.1,0.03,0.9,0.9,Matches
Roberto Soldado,es ESP,FW,36.0,7.4,3,17,8,47.1,2.3,1.08,0.18,0.38,12.3,0.0,0,0,3.7,3.7,0.22,-0.7,-0.7,Matches
Pablo Martínez,es ESP,MF,23.0,7.3,0,11,1,9.1,1.51,0.14,0.0,0.0,23.8,0.0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
Enric Franquesa,es ESP,"DF,FW",24.0,6.9,0,1,0,0.0,0.14,0.0,0.0,,11.5,0.0,0,0,0.1,0.1,0.13,-0.1,-0.1,Matches
