Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Ainsley Maitland-Niles,eng ENG,MF,23.0,3.0,8.0,4,5.0,3.0,0.0,2.0,4.0,50.0,2.0,2.0,0.0,2.0,4,12.0,4.0,0.0,Matches
Pablo Marí,es ESP,DF,27.0,2.0,5.0,3,1.0,3.0,1.0,3.0,6.0,50.0,3.0,5.0,4.0,1.0,3,8.0,10.0,0.0,Matches
Calum Chambers,eng ENG,DF,26.0,1.9,5.0,3,3.0,1.0,1.0,3.0,4.0,75.0,1.0,6.0,3.0,3.0,0,5.0,10.0,0.0,Matches
Sead Kolašinac,ba BIH,DF,28.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,4,4.0,1.0,0.0,Matches
Folarin Balogun,eng ENG,FW,20.0,0.8,1.0,1,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,1.0,1.0,0.0,Matches
Reiss Nelson,eng ENG,FW,21.0,0.2,1.0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1.0,0.0,0.0,Matches
Squad Total,,,24.4,38.0,540.0,311,261.0,195.0,84.0,244.0,500.0,48.8,256.0,386.0,123.0,263.0,296,836.0,658.0,20.0,
Opponent Total,,,26.9,38.0,608.0,339,314.0,212.0,82.0,271.0,590.0,45.9,319.0,427.0,164.0,263.0,364,972.0,737.0,18.0,
Hugo Lloris,fr FRA,GK,34.0,38.0,1.0,1,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1,2.0,24.0,3.0,Matches
Harry Kane,eng ENG,FW,28.0,35.9,15.0,5,2.0,10.0,3.0,7.0,18.0,38.9,11.0,26.0,8.0,18.0,3,18.0,39.0,0.0,Matches
Pierre Højbjerg,dk DEN,MF,25.0,35.5,78.0,45,31.0,38.0,9.0,38.0,85.0,44.7,47.0,61.0,13.0,48.0,48,126.0,54.0,0.0,Matches
Eric Dier,eng ENG,DF,27.0,34.1,15.0,9,6.0,8.0,1.0,7.0,14.0,50.0,7.0,37.0,32.0,5.0,27,42.0,142.0,1.0,Matches
Son Heung-min,kr KOR,"MF,FW",29.0,33.4,15.0,6,5.0,7.0,3.0,5.0,23.0,21.7,18.0,27.0,6.0,21.0,13,28.0,8.0,0.0,Matches
Ben Davies,wls WAL,DF,28.0,28.2,36.0,21,20.0,12.0,4.0,13.0,26.0,50.0,13.0,32.0,19.0,13.0,30,66.0,75.0,1.0,Matches
Emerson,br BRA,"DF,MF",22.0,25.4,72.0,47,50.0,16.0,6.0,36.0,67.0,53.7,31.0,25.0,2.0,23.0,22,94.0,92.0,1.0,Matches
Sergio Reguilón,es ESP,"DF,MF",24.0,21.3,40.0,24,15.0,18.0,7.0,22.0,43.0,51.2,21.0,20.0,8.0,12.0,31,71.0,45.0,1.0,Matches
Cristian Romero,ar ARG,DF,23.0,20.5,62.0,39,39.0,21.0,2.0,22.0,34.0,64.7,12.0,46.0,21.0,25.0,33,95.0,74.0,1.0,Matches
Lucas Moura,br BRA,"FW,MF",28.0,19.7,25.0,10,7.0,14.0,4.0,8.0,35.0,22.9,27.0,19.0,0.0,19.0,18,43.0,19.0,0.0,Matches
Davinson Sánchez,co COL,DF,25.0,18.1,41.0,22,25.0,14.0,2.0,19.0,28.0,67.9,9.0,24.0,16.0,8.0,30,71.0,54.0,3.0,Matches
Rodrigo Bentancur,uy URU,MF,24.0,15.1,36.0,18,14.0,14.0,8.0,16.0,32.0,50.0,16.0,24.0,9.0,15.0,20,56.0,35.0,0.0,Matches
Oliver Skipp,eng ENG,MF,20.0,15.0,33.0,19,14.0,18.0,1.0,15.0,31.0,48.4,16.0,19.0,7.0,12.0,12,45.0,10.0,1.0,Matches
Dejan Kulusevski,se SWE,"MF,FW",21.0,14.0,19.0,13,7.0,10.0,2.0,5.0,23.0,21.7,18.0,14.0,0.0,14.0,13,32.0,3.0,0.0,Matches
Ryan Sessegnon,eng ENG,"DF,MF",21.0,11.6,25.0,19,14.0,7.0,4.0,11.0,22.0,50.0,11.0,18.0,3.0,15.0,7,32.0,26.0,0.0,Matches
Japhet Tanganga,eng ENG,DF,22.0,8.2,14.0,8,7.0,6.0,1.0,9.0,19.0,47.4,10.0,13.0,5.0,8.0,9,23.0,31.0,0.0,Matches
Harry Winks,eng ENG,MF,25.0,10.1,15.0,10,4.0,9.0,2.0,8.0,21.0,38.1,13.0,14.0,3.0,11.0,16,31.0,10.0,2.0,Matches
Matt Doherty,ie IRL,DF,29.0,9.7,18.0,12,5.0,11.0,2.0,8.0,14.0,57.1,6.0,11.0,2.0,9.0,13,31.0,20.0,0.0,Matches
Dele Alli,eng ENG,MF,25.0,7.3,14.0,8,10.0,3.0,1.0,5.0,17.0,29.4,12.0,22.0,5.0,17.0,6,20.0,16.0,0.0,Matches
Tanguy Ndombele,fr FRA,MF,24.0,5.4,10.0,7,3.0,5.0,2.0,1.0,8.0,12.5,7.0,5.0,0.0,5.0,1,11.0,1.0,0.0,Matches
Steven Bergwijn,nl NED,"FW,MF",23.0,6.3,3.0,2,2.0,1.0,0.0,1.0,10.0,10.0,9.0,3.0,0.0,3.0,1,4.0,8.0,0.0,Matches
Giovani Lo Celso,ar ARG,"MF,FW",25.0,2.6,8.0,4,4.0,2.0,2.0,4.0,10.0,40.0,6.0,6.0,1.0,5.0,1,9.0,0.0,1.0,Matches
Bryan,es ESP,"FW,MF",20.0,1.0,3.0,0,1.0,0.0,2.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,0,3.0,0.0,0.0,Matches
Joe Rodon,wls WAL,DF,23.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,1.0,0,0.0,7.0,0.0,Matches
Dane Scarlett,eng ENG,MF,17.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Squad Total,,,26.5,38.0,598.0,349,286.0,244.0,68.0,262.0,584.0,44.9,322.0,470.0,161.0,309.0,355,953.0,793.0,15.0,
Opponent Total,,,26.8,38.0,632.0,369,278.0,267.0,87.0,291.0,666.0,43.7,375.0,419.0,135.0,284.0,368,1000.0,676.0,10.0,
Łukasz Fabiański,pl POL,GK,36.0,37.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,11.0,0.0,Matches
Declan Rice,eng ENG,MF,22.0,35.3,80.0,42,45.0,32.0,3.0,38.0,71.0,53.5,33.0,45.0,21.0,24.0,63,143.0,52.0,1.0,Matches
Tomáš Souček,cz CZE,MF,26.0,34.0,66.0,32,27.0,33.0,6.0,28.0,65.0,43.1,37.0,34.0,13.0,21.0,52,118.0,98.0,1.0,Matches
Jarrod Bowen,eng ENG,FW,24.0,33.1,36.0,20,20.0,11.0,5.0,17.0,44.0,38.6,27.0,29.0,2.0,27.0,21,57.0,14.0,0.0,Matches
Michail Antonio,jm JAM,FW,31.0,33.0,23.0,17,5.0,9.0,9.0,7.0,18.0,38.9,11.0,19.0,1.0,18.0,3,26.0,13.0,0.0,Matches
Pablo Fornals,es ESP,"FW,MF",25.0,31.1,54.0,28,21.0,21.0,12.0,22.0,84.0,26.2,62.0,49.0,2.0,47.0,27,81.0,16.0,1.0,Matches
Aaron Cresswell,eng ENG,DF,31.0,30.3,28.0,18,18.0,6.0,4.0,13.0,25.0,52.0,12.0,31.0,18.0,13.0,35,63.0,66.0,0.0,Matches
Craig Dawson,eng ENG,DF,31.0,30.6,29.0,17,20.0,8.0,1.0,14.0,25.0,56.0,11.0,59.0,52.0,7.0,29,58.0,139.0,0.0,Matches
Saïd Benrahma,dz ALG,"FW,MF",25.0,24.1,28.0,17,16.0,9.0,3.0,15.0,38.0,39.5,23.0,17.0,1.0,16.0,9,37.0,8.0,0.0,Matches
Vladimír Coufal,cz CZE,DF,28.0,24.5,45.0,25,24.0,14.0,7.0,18.0,36.0,50.0,18.0,31.0,9.0,22.0,22,67.0,64.0,1.0,Matches
Kurt Zouma,fr FRA,DF,26.0,23.1,11.0,6,8.0,3.0,0.0,4.0,7.0,57.1,3.0,31.0,26.0,5.0,34,45.0,132.0,0.0,Matches
Manuel Lanzini,ar ARG,"MF,FW",28.0,19.8,28.0,15,10.0,11.0,7.0,10.0,35.0,28.6,25.0,16.0,0.0,16.0,19,47.0,10.0,0.0,Matches
Ben Johnson,eng ENG,DF,21.0,15.5,33.0,16,15.0,15.0,3.0,21.0,28.0,75.0,7.0,16.0,8.0,8.0,22,55.0,55.0,0.0,Matches
Angelo Ogbonna,it ITA,DF,33.0,10.2,7.0,4,5.0,2.0,0.0,3.0,7.0,42.9,4.0,5.0,4.0,1.0,11,18.0,29.0,0.0,Matches
Issa Diop,fr FRA,DF,24.0,10.7,10.0,8,5.0,5.0,0.0,4.0,11.0,36.4,7.0,14.0,13.0,1.0,7,17.0,44.0,0.0,Matches
Arthur Masuaku,cd COD,"DF,FW",27.0,7.2,31.0,23,19.0,11.0,1.0,14.0,23.0,60.9,9.0,9.0,1.0,8.0,9,40.0,17.0,0.0,Matches
Nikola Vlašić,hr CRO,"FW,MF",23.0,6.2,11.0,7,4.0,6.0,1.0,5.0,20.0,25.0,15.0,4.0,0.0,4.0,2,13.0,1.0,0.0,Matches
Mark Noble,eng ENG,MF,34.0,3.7,8.0,2,7.0,1.0,0.0,5.0,11.0,45.5,6.0,4.0,1.0,3.0,4,12.0,2.0,1.0,Matches
Ryan Fredericks,eng ENG,DF,28.0,3.4,2.0,2,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,4,6.0,6.0,0.0,Matches
Andriy Yarmolenko,ua UKR,"FW,MF",31.0,3.5,4.0,2,2.0,2.0,0.0,2.0,8.0,25.0,6.0,4.0,2.0,2.0,0,4.0,2.0,0.0,Matches
Alphonse Areola,fr FRA,GK,28.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Matches
Harrison Ashby,sct SCO,DF,19.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1,1.0,1.0,0.0,Matches
Sonny Perkins,eng ENG,FW,17.0,0.0,,0,,,,,,,,,,,0,,,,Matches
Daniel Chesters,eng ENG,MF,19.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Alex Král,cz CZE,MF,23.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Squad Total,,,28.2,38.0,534.0,301,273.0,199.0,62.0,240.0,557.0,43.1,317.0,420.0,175.0,245.0,374,908.0,781.0,5.0,
Opponent Total,,,26.8,38.0,533.0,324,284.0,184.0,65.0,239.0,545.0,43.9,306.0,408.0,133.0,275.0,337,870.0,776.0,9.0,
Kasper Schmeichel,dk DEN,GK,34.0,37.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1,1.0,15.0,2.0,Matches
Youri Tielemans,be BEL,MF,24.0,29.2,74.0,38,23.0,45.0,6.0,42.0,100.0,42.0,58.0,47.0,13.0,34.0,21,95.0,41.0,3.0,Matches
Çağlar Söyüncü,tr TUR,DF,25.0,27.7,47.0,30,32.0,12.0,3.0,26.0,42.0,61.9,16.0,44.0,27.0,17.0,32,79.0,115.0,1.0,Matches
James Maddison,eng ENG,"MF,FW",24.0,27.3,40.0,20,8.0,24.0,8.0,14.0,46.0,30.4,32.0,18.0,3.0,15.0,11,51.0,12.0,0.0,Matches
Harvey Barnes,eng ENG,"FW,MF",23.0,23.3,31.0,16,9.0,11.0,11.0,7.0,23.0,30.4,16.0,24.0,1.0,23.0,5,36.0,7.0,0.0,Matches
Daniel Amartey,gh GHA,DF,26.0,23.6,26.0,13,19.0,7.0,0.0,19.0,29.0,65.5,10.0,30.0,22.0,8.0,21,47.0,93.0,4.0,Matches
Kiernan Dewsbury-Hall,eng ENG,MF,22.0,23.4,39.0,24,20.0,14.0,5.0,19.0,40.0,47.5,21.0,37.0,8.0,29.0,21,60.0,26.0,1.0,Matches
Timothy Castagne,be BEL,DF,25.0,23.6,67.0,31,38.0,22.0,7.0,27.0,43.0,62.8,16.0,28.0,9.0,19.0,29,96.0,54.0,1.0,Matches
Luke Thomas,eng ENG,DF,20.0,21.2,50.0,31,33.0,13.0,4.0,28.0,65.0,43.1,37.0,35.0,14.0,21.0,40,90.0,55.0,0.0,Matches
Jamie Vardy,eng ENG,FW,34.0,20.1,6.0,5,0.0,4.0,2.0,1.0,7.0,14.3,6.0,9.0,0.0,9.0,1,7.0,17.0,0.0,Matches
Wilfred Ndidi,ng NGA,"MF,DF",24.0,18.0,60.0,32,32.0,27.0,1.0,22.0,55.0,40.0,33.0,36.0,8.0,28.0,42,102.0,54.0,1.0,Matches
Ademola Lookman,ng NGA,"FW,MF",23.0,16.1,32.0,14,10.0,13.0,9.0,10.0,28.0,35.7,18.0,19.0,1.0,18.0,10,42.0,4.0,0.0,Matches
Jonny Evans,nir NIR,DF,33.0,15.0,24.0,14,14.0,8.0,2.0,14.0,22.0,63.6,8.0,17.0,13.0,4.0,20,44.0,59.0,0.0,Matches
Kelechi Iheanacho,ng NGA,FW,24.0,14.0,10.0,7,2.0,5.0,3.0,3.0,14.0,21.4,11.0,19.0,0.0,19.0,4,14.0,10.0,0.0,Matches
Patson Daka,zm ZAM,FW,22.0,12.9,15.0,10,2.0,8.0,5.0,2.0,19.0,10.5,17.0,7.0,0.0,7.0,2,17.0,8.0,0.0,Matches
Ricardo Pereira,pt POR,DF,27.0,11.0,37.0,20,19.0,13.0,5.0,21.0,40.0,52.5,19.0,13.0,1.0,12.0,17,54.0,39.0,0.0,Matches
Boubakary Soumaré,fr FRA,MF,22.0,12.2,19.0,13,10.0,8.0,1.0,8.0,17.0,47.1,9.0,13.0,1.0,12.0,14,33.0,18.0,0.0,Matches
Nampalys Mendy,sn SEN,MF,29.0,11.5,12.0,6,8.0,4.0,0.0,6.0,17.0,35.3,11.0,7.0,4.0,3.0,11,23.0,11.0,1.0,Matches
Marc Albrighton,eng ENG,"FW,DF",31.0,12.6,31.0,19,16.0,9.0,6.0,10.0,47.0,21.3,37.0,15.0,3.0,12.0,14,45.0,20.0,0.0,Matches
James Justin,eng ENG,DF,23.0,11.1,22.0,13,11.0,8.0,3.0,7.0,15.0,46.7,8.0,16.0,4.0,12.0,17,39.0,34.0,0.0,Matches
Wesley Fofana,fr FRA,DF,20.0,7.0,12.0,8,11.0,1.0,0.0,7.0,11.0,63.6,4.0,5.0,2.0,3.0,12,24.0,26.0,1.0,Matches
Jannik Vestergaard,dk DEN,DF,28.0,6.3,15.0,10,12.0,3.0,0.0,8.0,15.0,53.3,7.0,10.0,8.0,2.0,7,22.0,36.0,0.0,Matches
Ayoze Pérez,es ESP,"MF,FW",28.0,4.9,4.0,2,0.0,3.0,1.0,0.0,13.0,0.0,13.0,11.0,1.0,10.0,2,6.0,5.0,0.0,Matches
Ryan Bertrand,eng ENG,DF,31.0,3.7,8.0,5,3.0,4.0,1.0,2.0,5.0,40.0,3.0,8.0,3.0,5.0,1,9.0,7.0,0.0,Matches
Hamza Choudhury,eng ENG,"DF,MF",23.0,3.2,9.0,3,4.0,4.0,1.0,3.0,5.0,60.0,2.0,0.0,0.0,0.0,12,21.0,10.0,0.0,Matches
Danny Ward,wls WAL,GK,28.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Matches
Lewis Brunt,eng ENG,MF,20.0,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,Matches
Kasey McAteer,eng ENG,FW,19.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Squad Total,,,26.5,38.0,690.0,384,336.0,270.0,84.0,306.0,720.0,42.5,414.0,469.0,146.0,323.0,367,1057.0,777.0,15.0,
Opponent Total,,,26.8,38.0,618.0,370,262.0,264.0,92.0,250.0,547.0,45.7,297.0,455.0,117.0,338.0,400,1018.0,630.0,13.0,
Robert Sánchez,es ESP,GK,23.0,37.0,2.0,1,2.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0,2.0,11.0,4.0,Matches
Marc Cucurella,es ESP,DF,23.0,34.3,93.0,62,43.0,32.0,18.0,44.0,71.0,62.0,27.0,42.0,14.0,28.0,30,123.0,74.0,0.0,Matches
Joël Veltman,nl NED,DF,29.0,31.9,74.0,48,47.0,21.0,6.0,21.0,53.0,39.6,32.0,46.0,16.0,30.0,45,119.0,89.0,0.0,Matches
Leandro Trossard,be BEL,"FW,MF",26.0,31.2,34.0,20,12.0,9.0,13.0,4.0,31.0,12.9,27.0,33.0,4.0,29.0,15,49.0,10.0,0.0,Matches
Lewis Dunk,eng ENG,DF,29.0,28.6,10.0,8,5.0,5.0,0.0,5.0,11.0,45.5,6.0,32.0,28.0,4.0,27,37.0,113.0,3.0,Matches
Neal Maupay,fr FRA,FW,24.0,25.3,17.0,10,2.0,6.0,9.0,4.0,18.0,22.2,14.0,21.0,2.0,19.0,2,19.0,2.0,0.0,Matches
Yves Bissouma,ml MLI,MF,24.0,23.5,76.0,49,35.0,37.0,4.0,21.0,37.0,56.8,16.0,33.0,3.0,30.0,50,126.0,49.0,0.0,Matches
Pascal Groß,de GER,"MF,DF",30.0,22.6,28.0,15,15.0,11.0,2.0,12.0,33.0,36.4,21.0,34.0,8.0,26.0,18,46.0,23.0,0.0,Matches
Alexis Mac Allister,ar ARG,"MF,FW",22.0,23.6,65.0,40,23.0,30.0,12.0,29.0,68.0,42.6,39.0,37.0,7.0,30.0,13,78.0,22.0,0.0,Matches
Jakub Moder,pl POL,MF,22.0,18.9,42.0,25,18.0,17.0,7.0,23.0,42.0,54.8,19.0,25.0,2.0,23.0,10,52.0,22.0,1.0,Matches
Adam Lallana,eng ENG,MF,33.0,17.3,34.0,17,14.0,14.0,6.0,12.0,41.0,29.3,29.0,16.0,6.0,10.0,16,50.0,13.0,1.0,Matches
Solly March,eng ENG,"DF,FW",27.0,19.4,30.0,17,11.0,9.0,10.0,7.0,22.0,31.8,15.0,22.0,3.0,19.0,17,47.0,25.0,0.0,Matches
Tariq Lamptey,gh GHA,"DF,FW",20.0,17.3,36.0,25,14.0,17.0,5.0,15.0,25.0,60.0,10.0,13.0,3.0,10.0,21,57.0,23.0,0.0,Matches
Adam Webster,eng ENG,DF,26.0,15.9,26.0,8,17.0,7.0,2.0,13.0,20.0,65.0,7.0,25.0,17.0,8.0,17,43.0,66.0,2.0,Matches
Danny Welbeck,eng ENG,"FW,MF",30.0,16.4,14.0,7,2.0,8.0,4.0,3.0,10.0,30.0,7.0,18.0,2.0,16.0,5,19.0,18.0,0.0,Matches
Shane Duffy,ie IRL,DF,29.0,16.0,15.0,12,12.0,3.0,0.0,8.0,14.0,57.1,6.0,24.0,18.0,6.0,16,31.0,76.0,1.0,Matches
Dan Burn,eng ENG,DF,29.0,11.4,22.0,12,13.0,8.0,1.0,6.0,15.0,40.0,9.0,14.0,10.0,4.0,24,46.0,51.0,0.0,Matches
Enock Mwepu,zm ZAM,MF,23.0,11.1,22.0,12,10.0,10.0,2.0,5.0,27.0,18.5,22.0,20.0,2.0,18.0,12,34.0,19.0,0.0,Matches
Moisés Caicedo,ec ECU,MF,19.0,7.3,16.0,10,7.0,7.0,2.0,5.0,12.0,41.7,7.0,18.0,4.0,14.0,10,26.0,7.0,0.0,Matches
Steven Alzate,co COL,MF,22.0,4.5,10.0,4,4.0,5.0,1.0,4.0,7.0,57.1,3.0,2.0,1.0,1.0,10,20.0,10.0,0.0,Matches
Aaron Connolly,ie IRL,"FW,MF",21.0,1.7,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0,0.0,0.0,0.0,Matches
Jason Steele,eng ENG,GK,30.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Jeremy Sarmiento,ec ECU,"FW,MF",19.0,0.5,1.0,1,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0,1.0,0.0,0.0,Matches
Taylor Richards,eng ENG,MF,20.0,0.3,1.0,0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Matches
Evan Ferguson,ie IRL,MF,16.0,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Jürgen Locadia,nl NED,"MF,FW",27.0,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Squad Total,,,26.2,38.0,668.0,403,306.0,257.0,105.0,243.0,563.0,43.2,320.0,480.0,150.0,330.0,358,1026.0,723.0,12.0,
Opponent Total,,,26.9,38.0,591.0,358,301.0,224.0,66.0,242.0,559.0,43.3,317.0,481.0,140.0,341.0,389,980.0,752.0,8.0,
Conor Coady,eng ENG,DF,28.0,37.3,31.0,14,23.0,7.0,1.0,16.0,28.0,57.1,12.0,46.0,40.0,6.0,28,59.0,140.0,0.0,Matches
José Sá,pt POR,GK,28.0,36.5,2.0,1,2.0,0.0,0.0,2.0,4.0,50.0,2.0,0.0,0.0,0.0,2,4.0,19.0,5.0,Matches
João Moutinho,pt POR,MF,34.0,33.0,74.0,39,34.0,27.0,13.0,30.0,106.0,28.3,76.0,48.0,8.0,40.0,34,108.0,36.0,2.0,Matches
Romain Saïss,ma MAR,DF,31.0,30.1,40.0,27,28.0,11.0,1.0,19.0,33.0,57.6,14.0,41.0,21.0,20.0,58,98.0,158.0,2.0,Matches
Rúben Neves,pt POR,MF,24.0,29.6,68.0,37,23.0,41.0,4.0,24.0,87.0,27.6,63.0,39.0,5.0,34.0,41,109.0,49.0,3.0,Matches
Max Kilman,eng ENG,DF,24.0,29.9,50.0,26,38.0,10.0,2.0,24.0,37.0,64.9,13.0,36.0,21.0,15.0,45,95.0,113.0,3.0,Matches
Raúl Jiménez,mx MEX,FW,30.0,29.2,29.0,14,6.0,16.0,7.0,6.0,30.0,20.0,24.0,31.0,5.0,26.0,13,42.0,26.0,0.0,Matches
Nélson Semedo,pt POR,"MF,DF",27.0,23.7,58.0,39,39.0,17.0,2.0,25.0,49.0,51.0,24.0,23.0,4.0,19.0,21,79.0,64.0,1.0,Matches
Leander Dendoncker,be BEL,MF,26.0,21.7,42.0,17,25.0,14.0,3.0,22.0,50.0,44.0,28.0,37.0,10.0,27.0,9,51.0,38.0,1.0,Matches
Rayan Aït Nouri,dz ALG,"DF,MF",20.0,20.3,64.0,36,46.0,15.0,3.0,22.0,44.0,50.0,22.0,24.0,2.0,22.0,22,86.0,39.0,1.0,Matches
Hwang Hee-chan,kr KOR,"FW,MF",25.0,20.2,27.0,13,9.0,16.0,2.0,14.0,44.0,31.8,30.0,10.0,0.0,10.0,13,40.0,7.0,1.0,Matches
Fernando Marçal,br BRA,"MF,DF",32.0,16.1,42.0,22,27.0,14.0,1.0,21.0,37.0,56.8,16.0,25.0,4.0,21.0,28,70.0,52.0,0.0,Matches
Francisco Trincão,pt POR,"FW,MF",21.0,14.8,28.0,15,9.0,13.0,6.0,3.0,19.0,15.8,16.0,17.0,1.0,16.0,12,40.0,1.0,1.0,Matches
Daniel Podence,pt POR,"FW,MF",25.0,16.5,18.0,11,10.0,5.0,3.0,4.0,17.0,23.5,13.0,8.0,1.0,7.0,10,28.0,1.0,0.0,Matches
Adama Traoré,es ESP,"FW,MF",25.0,11.9,8.0,3,6.0,0.0,2.0,3.0,7.0,42.9,4.0,4.0,1.0,3.0,2,10.0,1.0,0.0,Matches
Jonny Castro,es ESP,DF,27.0,11.4,25.0,15,13.0,11.0,1.0,11.0,20.0,55.0,9.0,14.0,3.0,11.0,13,38.0,11.0,0.0,Matches
Willy Boly,ci CIV,DF,30.0,10.0,25.0,19,18.0,7.0,0.0,8.0,15.0,53.3,7.0,14.0,6.0,8.0,14,39.0,35.0,0.0,Matches
Fábio Silva,pt POR,FW,19.0,6.4,3.0,2,0.0,2.0,1.0,0.0,8.0,0.0,8.0,2.0,0.0,2.0,1,4.0,1.0,0.0,Matches
Pedro Neto,pt POR,"FW,MF",21.0,5.2,4.0,4,2.0,0.0,2.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,6,10.0,1.0,0.0,Matches
Toti Gomes,pt POR,DF,22.0,4.0,11.0,7,10.0,1.0,0.0,7.0,9.0,77.8,2.0,6.0,3.0,3.0,8,19.0,15.0,0.0,Matches
Ki-Jana Hoever,nl NED,"DF,MF",19.0,3.4,10.0,6,5.0,5.0,0.0,7.0,12.0,58.3,5.0,6.0,0.0,6.0,6,16.0,8.0,0.0,Matches
Luke Cundle,eng ENG,MF,19.0,2.0,4.0,3,0.0,4.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1,5.0,1.0,0.0,Matches
Chiquinho,pt POR,"DF,FW",21.0,2.3,9.0,6,4.0,5.0,0.0,4.0,5.0,80.0,1.0,5.0,0.0,5.0,2,11.0,1.0,0.0,Matches
John Ruddy,eng ENG,GK,34.0,1.5,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,0.0,Matches
Chem Campbell,wls WAL,MF,18.0,0.1,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Matches
Morgan Gibbs-White,eng ENG,"DF,FW",21.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,Matches
Squad Total,,,27.3,38.0,673.0,377,377.0,242.0,54.0,273.0,671.0,40.7,398.0,437.0,135.0,302.0,389,1062.0,820.0,20.0,
Opponent Total,,,26.7,38.0,662.0,388,297.0,277.0,88.0,321.0,771.0,41.6,450.0,404.0,108.0,296.0,383,1045.0,630.0,14.0,
Allan Saint-Maximin,fr FRA,"FW,MF",24.0,31.2,13.0,8,6.0,4.0,3.0,3.0,17.0,17.6,14.0,13.0,2.0,11.0,11,24.0,3.0,0.0,Matches
Joelinton,br BRA,"MF,FW",24.0,28.4,72.0,38,30.0,33.0,9.0,26.0,61.0,42.6,35.0,46.0,11.0,35.0,34,106.0,50.0,2.0,Matches
Martin Dúbravka,sk SVK,GK,32.0,26.0,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,8.0,2.0,Matches
Fabian Schär,ch SUI,DF,29.0,24.0,16.0,11,11.0,3.0,2.0,8.0,16.0,50.0,8.0,27.0,18.0,9.0,32,48.0,95.0,2.0,Matches
Joe Willock,eng ENG,MF,21.0,22.6,64.0,37,30.0,28.0,6.0,29.0,68.0,42.6,39.0,37.0,6.0,31.0,21,85.0,10.0,1.0,Matches
